lambda,hst.ACS_update_sep07.wfc_f435w_t81.dat,hst.ACS_update_sep07.wfc_f475w_t81.dat,hst.ACS_update_sep07.wfc_f606w_t81.dat,hst.ACS_update_sep07.wfc_f775w_t81.dat,hst.ACS_update_sep07.wfc_f814w_t81.dat,F090W_JWST,hst.wfc3.IR.f105w.dat,F115W_JWST,hst.wfc3.IR.f125w.dat,hst.wfc3.IR.f140w.dat,F150W_JWST,hst.wfc3.IR.f160w.dat,F200W_JWST,F277W_JWST,F356W_JWST,F410M_JWST,F444W_JWST
5580,,0.00613669999999995,0.900027333333333,,,3.0466166497754e-09,,3.9467226332756e-10,,,5.30897184233905e-10,,4.95578181375371e-10,,,,
5590,,0.00560020666666662,0.895527999999998,,,1.92020805287542e-09,,2.08049188238691e-10,,,1.50283374431474e-09,,4.57355556483745e-10,,,,
5600,,0.00355463999999968,0.876973333333332,,,1.1835740753839e-09,,2.21459705814597e-10,,,1.21930603439182e-09,,7.04229415660136e-10,,,,
5610,,0,0.863481666666666,,,2.21073301604811e-09,,2.35108209459398e-10,,,1.66711705218824e-10,,8.57351225911086e-10,,,,
5620,,0,0.855053000000002,,,4.32368479326061e-09,,3.09468070047169e-10,,,6.31067979988846e-10,,6.46708079936607e-10,,,,
5630,,,0.881064333333336,,,4.22127556036649e-09,,2.85146979235082e-10,,,1.07117556633249e-09,,2.22894368424114e-10,,,,
5640,,,0.898294666666667,,,3.72093072358848e-09,,4.58190140820331e-10,,,1.27691590153294e-09,,2.73393945293271e-11,,,,
5650,,,0.906743999999999,,,2.91659487707591e-09,,7.87691646311487e-10,,,8.42591490108361e-10,,8.12479625002228e-11,,,,
5660,,,0.891153999999999,,,2.25877298820229e-09,,1.02766684645708e-09,,,1.92896945317232e-09,,4.0970909991214e-10,,,,
5670,,,0.881494333333333,,,2.89066479462728e-09,,1.57266681162089e-09,,,9.07489698822534e-10,,6.05025603816747e-10,,,,
5680,,,0.877765000000001,,,3.23901666390659e-09,,1.82771942180787e-09,,,3.14248864341918e-09,,8.28325185316589e-10,,,,
5690,,,0.892416333333335,,,3.24883034434318e-09,,2.3826091483055e-09,,,1.70955060080481e-09,,8.86459903173982e-10,,,,
5700,,,0.903872000000001,,,2.2494340248767e-09,,1.91847219852078e-09,,,1.80475147989214e-09,,7.9608984181231e-10,,,,
5710,,,0.912131999999999,,,1.87823907657934e-09,,1.61475917918331e-09,,,2.52984655584199e-09,,5.91973750757624e-10,,,,
5720,,,0.902942666666666,,,3.02950092000425e-09,,1.10287904201999e-09,,,1.05454025200676e-09,,9.32481280707813e-10,,,,
5730,,,0.899848,,,4.95819671039114e-09,,1.69113404893586e-09,,,1.32062352714772e-09,,1.67557575003695e-09,,,,
5740,,,0.902847999999997,,,5.52602549259204e-09,,2.07575221715026e-09,,,2.16374729786571e-09,,1.88813799614272e-09,,,,
5750,,,0.873488666666664,,,3.47579482887066e-09,,1.83356581939188e-09,,,1.44115588567587e-09,,1.78223166025052e-09,,,,
5760,,,0.857200333333333,,,3.24338392608319e-09,,2.49337288466306e-09,,,1.41783860210313e-09,,1.77234463281387e-09,,,,
5770,,,0.853983,,,2.75441257800238e-09,,2.31627662190749e-09,,,1.52883622764357e-09,,2.43464829412657e-09,,,,
5780,,,0.867539,,,2.02824610824756e-09,,2.73608359962813e-09,,,4.67912682866351e-09,,2.14979186157378e-09,,,,
5790,,,0.887075333333333,,,3.12464713084675e-09,,1.83645760994549e-09,,,3.58466668457129e-09,,1.87162202593963e-09,,,,
5800,,,0.912592,,,5.7215337637005e-09,,2.15206947201544e-09,,,3.06781217402976e-09,,2.00208127388751e-09,,,,
5810,,,0.925560666666667,,,6.30632657709494e-09,,1.88810718551966e-09,,,1.86226748952777e-09,,2.306281954458e-09,,,,
5820,,,0.926660666666667,,,6.71766387498802e-09,,2.41657871031216e-09,,,9.31540176803173e-10,,1.80716919352117e-09,,,,
5830,,,0.915892,,,9.79778717383341e-09,,2.65800404092661e-09,,,3.73727936176612e-09,,2.14844641867371e-09,,,,
5840,,,0.903912666666667,,,8.30477329009753e-09,,3.18773098189699e-09,,,5.89544328590575e-09,,4.98457936584123e-09,,,,
5850,,,0.903022666666667,,,6.69249966579985e-09,,4.43464025950251e-09,,,5.89579728689126e-09,,6.52094887771628e-09,,,,
5860,,,0.913222,,,9.68277507599101e-09,,5.80162521877252e-09,,,9.03328664337118e-09,,5.69528947069417e-09,,,,
5870,,,0.914318666666667,,,1.33889691943329e-08,,7.20726444059419e-09,,,4.60316804562323e-09,,3.82067719792954e-09,,,,
5880,,,0.912373666666667,,,1.08538972221559e-08,,6.26245502195081e-09,,,5.16398163862304e-09,,3.14703131592044e-09,,,,
5890,,,0.907387,,,6.53446689926626e-09,,6.16462086897985e-09,,,4.17150937179055e-09,,2.76468372228003e-09,,,,
5900,,,0.924300333333333,,,2.8099303295731e-09,,7.42876179832097e-09,,,7.02514210262103e-09,,4.65579145345678e-09,,,,
5910,,,0.935858,,,8.20707994803833e-09,,8.84191643559486e-09,,,2.00001659623897e-09,,6.26367805131787e-09,,,,
5920,,,0.94206,,,1.29223300613648e-08,,9.29146880772326e-09,,,8.46419060170532e-09,,7.27988239164152e-09,,,,
5930,,,0.925548666666667,,,9.71861196763149e-09,,8.75115787654523e-09,,,1.13051833557518e-08,,7.52166223395317e-09,,,,
5940,,,0.903245666666667,,,9.49813273895172e-09,,1.07050219032067e-08,,,1.48776086927128e-08,,7.11079120302503e-09,,,,
5950,,,0.875151,,,1.54657254186449e-08,,1.22005455697864e-08,,,1.04849373065685e-08,,7.00745848928015e-09,,,,
5960,,,0.894313,,,1.70698036159586e-08,,1.24597649929548e-08,,,1.61909037341886e-08,,5.03459245450101e-09,,,,
5970,,,0.903896,,,8.04070702166857e-09,,1.12616447506382e-08,,,2.59817047139965e-08,,5.2910564282959e-09,,,,
5980,,,0.9039,,,5.50444173613763e-09,,1.21461541312448e-08,,,4.82359738676952e-09,,8.0429410156554e-09,,,,
5990,,,0.903324666666667,,,1.00783743797736e-08,,1.47747456054466e-08,,,6.74501661635415e-09,,9.51462597157395e-09,,,,
6000,,,0.905791333333333,,,1.68631871945007e-08,,1.81337560700553e-08,,,5.73070265123914e-09,,1.35177579388298e-08,,,,
6010,,,0.9113,,,1.93434612797071e-08,,2.90226857437553e-08,,,1.32137912618811e-08,,1.37863055535767e-08,,,,
6020,,,0.917118,,,1.69189993314598e-08,,5.13454019629763e-08,,,1.47394016386165e-08,,1.01414981761051e-08,,,,
6030,,,0.923577666666667,,,1.8624317440777e-08,,8.42942365660295e-08,,,2.15622952534715e-08,,8.67248363918573e-09,,,,
6040,,,0.930679,,,1.53306721021312e-08,,1.15501385516328e-07,,,2.66130904904038e-08,,8.72958835047403e-09,,,,
6050,,,0.941755,,,1.29656267186032e-08,,1.40738484663019e-07,,,5.13106177919628e-09,,8.44197562789447e-09,,,,
6060,,,0.941657,,,9.44826582315224e-09,,1.58246179072385e-07,,,9.92490816098579e-09,,8.19080347571225e-09,,,,
6070,,,0.930385,,,1.06983911786867e-08,,1.69426813301561e-07,,,1.41294361933893e-08,,9.030614584803e-09,,,,
6080,,,0.929889,,,2.02095345611873e-08,,1.72608464532069e-07,,,7.36566058079333e-09,,1.01628783226091e-08,,,,
6090,,,0.937114666666667,,,2.54995419089204e-08,,1.71104733254572e-07,,,8.19018963078415e-09,,1.20848104589796e-08,,,,
6100,,,0.952062,,,2.45601579565216e-08,,1.78372804961781e-07,,,5.71640370963111e-09,,1.46581999237626e-08,,,,
6110,,,0.951201333333333,,,2.47017935912443e-08,,2.08476458294746e-07,,,7.48308864891135e-09,,1.55846914187233e-08,,,,
6120,,,0.953962,,,2.62958297578722e-08,,2.67369861683195e-07,,,7.64475478768633e-09,,1.24810363040537e-08,,,,
6130,,,0.960344,,,2.61695822975439e-08,,3.51821447090851e-07,,,1.49075459652619e-08,,1.08815253676737e-08,,,,
6140,,,0.962179333333333,,,2.9221961970936e-08,,4.50439705809018e-07,,,1.66699143987868e-08,,9.71117575587351e-09,,,,
6150,,,0.954675333333333,,,1.92471369576322e-08,,5.355078318251e-07,,,8.44088957464984e-09,,1.03372076410234e-08,,,,
6160,,,0.937832,,,1.51923525185228e-08,,5.80773050525445e-07,,,1.79802044816406e-08,,1.07859351236851e-08,,,,
6170,,,0.897366,,,1.56076982478543e-08,,5.85737061899918e-07,,,2.19116650110028e-08,,1.07154587084567e-08,,,,
6180,,,0.86373,,,1.54823551545799e-08,,5.97150656518798e-07,,,1.63802068900408e-08,,1.13163337999127e-08,,,,
6190,,,0.836924,,,2.4133545270985e-08,,6.79706422500538e-07,,,1.52178926662173e-08,,9.83239367230946e-09,,,,
6200,,,0.826658,,,3.14402828182395e-08,,8.86478060831415e-07,,,1.97195074196788e-08,,9.385614051921e-09,,,,
6210,,,0.828626333333333,,,2.88139885229392e-08,,1.21119926946513e-06,,,2.02395666372464e-08,,1.17224996153974e-08,,,,
6220,,,0.842829,,,2.72932623084902e-08,,1.58423393609704e-06,,,1.99302658034348e-08,,1.51017610886149e-08,,,,
6230,,,0.885253,,,1.83576882542819e-08,,1.88542525908579e-06,,,1.64129273542789e-08,,1.60901215782669e-08,,,,
6240,,,0.920367666666667,,,2.48089449787808e-08,,2.01383512512039e-06,,,1.97147668585648e-08,,1.19696801975421e-08,,,,
6250,,,0.948173,,,3.62100658754074e-08,,1.93003282724773e-06,,,1.34945581971606e-08,,8.78117163453347e-09,,,,
6260,,,0.955107666666667,,,3.17283232595808e-08,,1.66192168033465e-06,,,1.4936078008838e-08,,9.94704495504666e-09,,,,
6270,,,0.961633,,,1.94544052782876e-08,,1.30740412937523e-06,,,2.74796258496911e-08,,1.23425495612463e-08,,,,
6280,,,0.967749,,,2.23549636530523e-08,,9.6584559900368e-07,,,3.93977809734866e-09,,1.11673517880089e-08,,,,
6290,,,0.956251666666667,,,4.33031412928527e-08,,7.15100063021387e-07,,,1.2411589325179e-08,,7.57232195525945e-09,,,,
6300,,,0.946290333333333,,,5.70289425424388e-08,,5.61635853649797e-07,,,1.07513427244598e-08,,1.19628099612861e-08,,,,
6310,,,0.937865,,,4.83178514398872e-08,,4.71950920043716e-07,,,2.20396706517164e-08,,2.07025506208771e-08,,,,
6320,,,0.934456333333333,,,5.26923470397895e-08,,4.12991207202095e-07,,,1.17169444470644e-08,,2.51454457975464e-08,,,,
6330,,,0.935462,,,6.62543694384941e-08,,3.71448921101476e-07,,,6.80654880207801e-09,,2.52591034241877e-08,,,,
6340,,,0.940882,,,5.0403776524572e-08,,3.48485008097745e-07,,,1.14155034324319e-08,,2.64946472793854e-08,,,,
6350,,,0.962212666666667,,,4.73657863231914e-08,,3.41975489831481e-07,,,1.85789875649662e-08,,2.88975013136386e-08,,,,
6360,,,0.964364333333333,,,6.18980306256068e-08,,3.43583366769889e-07,,,4.95267163954265e-08,,2.82437240723848e-08,,,,
6370,,,0.947337,,,6.96567104166228e-08,,3.42448944845363e-07,,,2.11681925305778e-08,,3.04612728225174e-08,,,,
6380,,,0.923597666666667,,,5.890421347485e-08,,3.22999138933928e-07,,,1.68960825726987e-08,,3.09036341367866e-08,,,,
6390,,,0.902055333333333,,,3.77730243682555e-08,,2.87725201926381e-07,,,2.66415368138759e-08,,2.67031882025513e-08,,,,
6400,,,0.88271,,,6.11638184982058e-08,,2.42059495688977e-07,,,4.03626962329702e-08,,2.28849113837449e-08,,,,
6410,,,0.886834666666667,,,6.38200606576675e-08,,1.97749792026104e-07,,,1.98110833756192e-08,,2.28176303536878e-08,,,,
6420,,,0.893446666666667,,,5.13444699469589e-08,,1.59908606864544e-07,,,2.01634471804097e-08,,2.66683714046577e-08,,,,
6430,,,0.902546,,,5.0117389837924e-08,,1.3098428906913e-07,,,2.52091321987319e-08,,2.75797944333858e-08,,,,
6440,,,0.935076,,,4.28072698461264e-08,,1.115076747228e-07,,,2.17667134809398e-08,,2.86800423329826e-08,,,,
6450,,,0.964774,,,5.12856420955328e-08,,9.76631179301611e-08,,,2.47251590321244e-08,,3.49665780417502e-08,,,,
6460,,,0.99164,,,6.46689826863891e-08,,9.37119742172738e-08,,,2.61098837132505e-08,,3.79511177639932e-08,,,,
6470,,,0.989108,,,6.92002726402107e-08,,9.49728405270241e-08,,,1.51408137839169e-08,,4.12146961218021e-08,,,,
6480,,,0.980875,,,7.10046227971426e-08,,9.62618659722513e-08,,,2.30437227275244e-08,,4.42553925836843e-08,,,,
6490,,,0.966941,,,8.01888937683784e-08,,9.46317806511573e-08,,,2.07384663165743e-08,,4.35443032966451e-08,,,,
6500,,,0.951891,,,8.11943553583836e-08,,9.29835678615831e-08,,,3.14878174611628e-08,,4.20364201865947e-08,,,,
6510,,,0.933254,,,7.27459575286196e-08,,9.86856941323159e-08,,,1.98387217679114e-08,,3.96246836863006e-08,,,,
6520,,,0.91103,,,7.9674397554608e-08,,9.75357364408062e-08,,,2.42290823439453e-08,,3.98120771727245e-08,,,,
6530,,,0.909657333333333,,,7.02698316019807e-08,,9.46955766761866e-08,,,2.69013911722271e-08,,4.65581429536335e-08,,,,
6540,,,0.909681333333333,0,,7.54345759494969e-08,,9.24120576556167e-08,,,3.48646166280179e-08,,4.95026919165982e-08,,,,
6550,,,0.911102,0,,8.93260608332593e-08,,9.6603162447518e-08,,,3.07204478092802e-08,,4.60504628465888e-08,,,,
6560,,,0.931834666666667,0,,9.45773608953741e-08,,1.07061011489437e-07,,,3.00632549402686e-08,,3.63499205152354e-08,,,,
6570,,,0.941554333333333,0.001191228,,9.96733837132775e-08,,1.11354353527178e-07,,,4.1641124713384e-08,,3.62792854070277e-08,,,,
6580,,,0.940261,0.002382456,,9.16225052278895e-08,,1.06166085307984e-07,,,4.6429123869207e-08,,4.59337546816305e-08,,,,
6590,,,0.929038333333333,0.003100638,,8.74586121738895e-08,,9.81462979366506e-08,,,2.18089123180273e-08,,4.84140828831408e-08,,,,
6600,,,0.913183666666667,0.003345774,,9.04346052761764e-08,,9.62617339058683e-08,,,4.02040365483813e-08,,4.02607789873513e-08,,,,
6610,,,0.892697,0.00359091,,9.31899318663115e-08,,1.02101326185879e-07,,,4.57756582223508e-08,,4.08675894056448e-08,,,,
6620,,,0.909746333333333,0.00391739,,9.65297519974568e-08,,1.11167174945798e-07,,,5.19191508256898e-08,,4.36861716176278e-08,,,,
6630,,,0.922873333333333,0.00424387,,1.10414954184342e-07,,1.15148335191721e-07,,,3.73271488577704e-08,,3.98075825878286e-08,,,,
6640,,,0.932078,0.00457049,,1.19286797581906e-07,,1.21016677844855e-07,,,4.38488705898685e-08,,3.52567313047873e-08,,,,
6650,,,0.953893333333333,0.00489725,,1.26832315179788e-07,,1.23734570619394e-07,,,4.1021525823725e-08,,2.84902849785179e-08,,,,
6660,,,0.974924666666667,0.00522401,,1.2651666267694e-07,,1.25949016690848e-07,,,4.10362479643168e-08,,2.72788285798234e-08,,,,
6670,,,0.995172,0.00555131,,1.2844379658581e-07,,1.34573397915152e-07,,,5.08828740967858e-08,,2.82128740906299e-08,,,,
6680,,,0.998390666666667,0.00587861,,1.35266548414693e-07,,1.47793251106359e-07,,,8.17309710862654e-08,,2.78575725140962e-08,,,,
6690,,,0.990198,0.006206194,,1.29811950967916e-07,,1.59532840999863e-07,,,6.75279675203038e-08,,2.54262182762505e-08,,,,
6700,,,0.970594,0.006534062,,1.44109165354268e-07,,1.58904682010469e-07,,,5.93395230567551e-08,,2.34809984781225e-08,,,,
6710,,,0.960168666666667,0.00686193,,1.6254060060571e-07,,1.546530956433e-07,,,5.81662603009257e-08,,2.58863294896463e-08,,,,
6720,,,0.946724,0.007190086,,1.48391315444396e-07,,1.54061618912779e-07,,,5.52094074111524e-08,,3.00096530347535e-08,,,,
6730,,,0.93026,0.007518242,,1.510252895921e-07,,1.55298655056426e-07,,,6.38489777199738e-08,,3.16901922318131e-08,,,,
6740,,,0.93196,0.007845536,,1.78696532695421e-07,,1.5643024333676e-07,,,4.89538150336505e-08,,3.42198060785006e-08,,,,
6750,,,0.927196333333333,0.008171968,,1.72916656266861e-07,,1.59860971696608e-07,,,4.06342060127018e-08,,3.59291956746193e-08,,,,
6760,,,0.915969,0.0084984,,1.57186787437955e-07,,1.6807959462971e-07,,,4.54562867834771e-08,,3.69573264488088e-08,,,,
6770,,,0.939837666666669,0.00882414800000003,0,1.42935319500436e-07,,1.70362419428695e-07,,,5.72763195300719e-08,,3.40105572828846e-08,,,,
6780,,,0.948765999999999,0.00914989600000003,0,1.56338197562459e-07,,1.67297996301003e-07,,,5.32547087502721e-08,,3.43588200218702e-08,,,,
6790,,,0.942754,0.0101072560000001,0,1.7616419406702e-07,,1.65395881577524e-07,,,6.70926950278851e-08,,3.82275044662364e-08,,,,
6800,,,0.947469333333334,0.0116962280000001,0.00101554400000018,1.56204957447598e-07,,1.65223034978915e-07,,,8.7043121580088e-08,,3.25287122403968e-08,,,,
6810,,,0.939008999999998,0.0132852000000005,0.00304663200000019,1.55169150630022e-07,,1.583369757539e-07,,,7.43016232762035e-08,,2.97488219790023e-08,,,,
6820,,,0.917373,0.0186874800000005,0.00507772000000005,1.75504147437688e-07,,1.54150486147726e-07,,,6.46517625496715e-08,,3.03595835604166e-08,,,,
6830,,,0.916896333333333,0.0240897600000005,0.00557560800000005,1.89972865253931e-07,,1.43100245948183e-07,,,5.53826210576884e-08,,3.36197773030446e-08,,,,
6840,,,0.915963666666667,0.0316372800000009,0.00607349600000005,1.94642516428155e-07,,1.37064839423824e-07,,,5.50598330839884e-08,,3.86063609811809e-08,,,,
6850,,,0.914575000000001,0.0413300400000009,0.00666115400000006,1.98020944214396e-07,,1.28882377334328e-07,,,7.14756210951017e-08,,4.01914038879657e-08,,,,
6860,,,0.929077666666668,0.0510228000000016,0.00733858200000006,2.06457030252127e-07,,1.29020302580134e-07,,,7.6228973168296e-08,,4.27901208692447e-08,,,,
6870,,,0.937758666666667,0.0682924000000016,0.00801601000000031,2.13541699863812e-07,,1.36893767274721e-07,,,5.80762175651339e-08,,4.38454354768149e-08,,,,
6880,,,0.940617999999998,0.0855620000000016,0.0114683660000003,2.19360932190933e-07,,1.52416752958681e-07,,,5.96024859752619e-08,,4.83853643958197e-08,,,,
6890,,,0.916915333333331,0.106520040000002,0.0149207220000003,2.12005630317489e-07,,1.70988323898659e-07,,,5.73016568982579e-08,,5.61737307613757e-08,,,,
6900,,,0.887321666666663,0.131166520000002,0.0214918800000009,2.13539441506539e-07,,1.75218533268113e-07,,,7.58173060621765e-08,,4.9459316607394e-08,,,,
6910,,,0.851836999999998,0.155813000000003,0.0311818400000009,2.18403959570336e-07,,1.73969121625843e-07,,,7.72320820535226e-08,,3.92069139978441e-08,,,,
6920,,,0.833261666666665,0.187786200000003,0.0408718000000016,2.21026028247491e-07,,1.63676949957708e-07,,,7.15192985554836e-08,,3.60846006001554e-08,,,,
6930,,,0.826885666666667,0.219759400000003,0.0587452400000016,2.2289963174851e-07,,1.66089242022613e-07,,,6.20327469017118e-08,,3.685131764598e-08,,,,
6940,,,0.832709000000001,0.256050000000004,0.0766186800000016,2.34323352906078e-07,,1.68561101893286e-07,,,6.80933330308618e-08,,2.77059849320122e-08,,,,
6950,,,0.848690333333335,0.296658000000004,0.0991379200000025,2.45964805080789e-07,,1.68687720262073e-07,,,7.06019975420925e-08,,2.01301537246074e-08,,,,
6960,,,0.876560333333337,0.337266000000004,0.126302960000002,2.41641600326477e-07,,1.61878179851972e-07,,,7.9225441684359e-08,,1.72256915124963e-08,,,,
6970,,,0.916319000000001,0.379445600000004,0.153468000000003,2.53778193988133e-07,,1.47731073310984e-07,,,8.09123692552776e-08,,2.12065955828779e-08,,,,
6980,,,0.925557000000001,0.421625200000004,0.183234400000003,2.65944927668371e-07,,1.39352555244138e-07,,,7.50760898776058e-08,,3.09420766408411e-08,,,,
6990,,,0.930417,0.465299400000004,0.213000800000003,2.5648775369046e-07,,1.35112854542561e-07,,,5.91978838757367e-08,,4.22756482440707e-08,,,,
7000,,,0.930898999999999,0.510468200000004,0.246178400000003,2.45456044592369e-07,,1.31864049329475e-07,,,4.43779078443181e-08,,4.65089990831261e-08,,,,
7010,,,0.921724999999999,0.555637000000004,0.282767200000003,2.41797280989255e-07,,1.3929491481292e-07,,,7.07720548703928e-08,,4.83690024111831e-08,,,,
7020,,,0.909099333333332,0.594046200000004,0.319356000000004,2.51958058608661e-07,,1.43541745855667e-07,,,7.65932312302664e-08,,4.78050054269776e-08,,,,
7030,,,0.893022000000001,0.632455400000004,0.364518800000004,2.60906703055248e-07,,1.50736360034946e-07,,,6.32020416762242e-08,,3.68189766484938e-08,,,,
7040,,,0.901129333333333,0.6674262,0.4096816,2.57738769074595e-07,,1.49266515059642e-07,,,7.09133364710911e-08,,3.76675244686351e-08,,,,
7050,,,0.910225666666667,0.6989586,0.453816,2.50149951817821e-07,,1.54028866264684e-07,,,7.29070948450754e-08,,4.46353495851026e-08,,,,
7060,,,0.920311,0.730491,0.496922,2.53187856249184e-07,,1.52823639755608e-07,,,7.12760495448705e-08,,4.65829446391726e-08,,,,
7070,,,0.851560333333333,0.7580682,0.540028,2.73032731086198e-07,,1.48970875615696e-07,,,6.74903213277042e-08,,4.65060712845484e-08,,,,
7080,,,0.703662,0.7856454,0.5780828,2.75995458632892e-07,,1.46612608131552e-07,,,6.22416985841261e-08,,5.08355802007884e-08,,,,
7090,,,0.476616,0.8104898,0.6161376,2.99363012710537e-07,,1.59414366516205e-07,,,6.26500138274441e-08,,6.16717865674828e-08,,,,
7100,,,0.299649333333333,0.8326014,0.6498826,3.14178981111105e-07,,1.74960102548203e-07,,,5.53656576332382e-08,,6.10151266954696e-08,,,,
7110,,,0.176563,0.854713,0.6793178,3.10337442032051e-07,,1.70281875882618e-07,,,4.63887548294069e-08,,4.49331785650335e-08,,,,
7120,,,0.107357,0.8698234,0.708753,3.00798066102382e-07,,1.5811350815492e-07,,,3.61485504999038e-08,,4.44224383131991e-08,,,,
7130,,,0.0808974,0.8849338,0.7330198,3.10391899015106e-07,,1.4143458272946e-07,,,5.03601237870287e-08,,4.95304816777263e-08,,,,
7140,,,0.0623904666666667,0.8998654,0.7572866,3.36828066703763e-07,,1.37069706304337e-07,,,6.7183359589027e-08,,4.24309750784182e-08,,,,
7150,,,0.0518362,0.9146182,0.7783706,3.44107314047394e-07,,1.19000721222141e-07,,,5.86471908325376e-08,,4.17367692795275e-08,,,,
7160,,,0.0172787333333333,0.929371,0.7962718,3.39249160802746e-07,,1.01802516135203e-07,,,6.84186036243504e-08,,4.45151897865047e-08,,,,
7170,,,,0.9365186,0.814173,3.67196262285432e-07,,1.00112225091261e-07,,,6.79325320643576e-08,,4.21870386862321e-08,,,,
7180,,,,0.9436662,0.836523,3.78079464380147e-07,,1.018715731971e-07,,,8.40510591857391e-08,,3.76403772005234e-08,,,,
7190,,,,0.9526652,0.858873,3.65319092517491e-07,,1.12678880203478e-07,,,7.4229536458715e-08,,3.81591603998428e-08,,,,
7200,,,,0.9635156,0.8778558,3.70216556557382e-07,,1.18552855401762e-07,,,8.11685790418869e-08,,3.46929001638745e-08,,,,
7210,,,,0.974366,0.8934714,3.6219525845167e-07,,1.44140139744093e-07,,,8.29425880853601e-08,,3.38776759942448e-08,,,,
7220,,,,0.9796928,0.909087,3.80626800620441e-07,,1.49976472244094e-07,,,8.35929252933179e-08,,3.61793252999035e-08,,,,
7230,,,,0.9850196,0.9227578,3.85399689917485e-07,,1.47992065027117e-07,,,8.95501206802738e-08,,3.46427597900989e-08,,,,
7240,,,,0.9882938,0.9364286,3.74265248750314e-07,,1.21615942578459e-07,,,8.62673048107735e-08,,2.77006282701106e-08,,,,
7250,,,,0.9895154,0.948313,3.96697253008052e-07,,1.15877715483002e-07,,,9.45739885273071e-08,,2.07296656990138e-08,,,,
7260,,,,0.990737,0.958411,3.93532495356798e-07,,1.14115201028093e-07,,,9.10042400011586e-08,,2.41812607887993e-08,,,,
7270,,,,0.9891318,0.968509,3.63991149507687e-07,,1.30986701717096e-07,,,5.8307284005647e-08,,2.91405138098467e-08,,,,
7280,,,,0.9875266,0.9691526,3.62830062053187e-07,,1.35700852470408e-07,,,6.76190639984531e-08,,3.32309275065638e-08,,,,
7290,,,,0.9885844,0.9697962,3.48852585709165e-07,,1.38890981707323e-07,,,6.66168217731622e-08,,3.7532054804559e-08,,,,
7300,,,,0.9923052,0.9708614,3.24043089961343e-07,,1.49014125420618e-07,,,5.18855438905298e-08,,4.36465080954534e-08,,,,
7310,,,,0.996026,0.9723482,3.09814814967533e-07,,1.59991257874676e-07,,,5.56859037795551e-08,,4.74969485902351e-08,,,,
7320,,,,0.9957124,0.973835,3.39543555167134e-07,,1.74857065177752e-07,,,4.5016972545589e-08,,4.803617333048e-08,,,,
7330,,,,0.9953988,0.9770922,3.4651232022033e-07,,1.73960256197619e-07,,,7.15986913951654e-08,,5.07372041208195e-08,,,,
7340,,,,0.9958786,0.9803494,2.9748435994662e-07,,1.8528089579167e-07,,,6.80688709564416e-08,,5.95554956746497e-08,,,,
7350,,,,0.9971518,0.9814302,2.90030433570544e-07,,1.84521200038157e-07,,,7.0924333147377e-08,,6.58991833180888e-08,,,,
7360,,,,0.998425,0.9803346,3.02002174352571e-07,,1.89894181247399e-07,,,7.35849085123212e-08,,7.03219302527324e-08,,,,
7370,,,,0.999055,0.979239,3.06056748245285e-07,,1.84971635447439e-07,,,8.27689640654834e-08,,6.61516839090439e-08,,,,
7380,,,,0.999685,0.9852026,3.08740268433288e-07,,1.79759426593197e-07,,,1.00040732862737e-07,,6.21776748408142e-08,,,,
7390,,,,0.998985,0.9911662,3.30224808666313e-07,,1.68333504726294e-07,,,9.29095899502721e-08,,5.73356777710896e-08,,,,
7400,,,,0.996955,0.992784,3.64039317302802e-07,,1.52548531733637e-07,,,8.36180669911224e-08,,5.5648705635187e-08,,,,
7410,,,,0.994925,0.990056,3.54910704974912e-07,,1.59557747947813e-07,,,8.58905255661149e-08,,4.77819976409105e-08,,,,
7420,,,,0.988813,0.987328,3.3994971261748e-07,,1.68690225469343e-07,,,7.955245454508e-08,,3.19361275583218e-08,,,,
7430,,,,0.982701,0.9923968,3.58094265023557e-07,,1.66276850188247e-07,,,8.53533985848834e-08,,2.17160812256108e-08,,,,
7440,,,,0.977512,0.9974656,3.81537392484693e-07,,1.37920419779569e-07,,,5.90831654917868e-08,,1.9417017093048e-08,,,,
7450,,,,0.973246,0.9973926,3.65065085518154e-07,,1.00661557879399e-07,,,6.1459408512234e-08,,2.90343505058089e-08,,,,
7460,,,,0.96898,0.9921778,3.65994666244952e-07,,8.92185133639843e-08,,,4.33738148213521e-08,,3.22528736050661e-08,,,,
7470,,,,0.968148,0.986963,3.7201223171518e-07,,1.02402733725671e-07,,,5.18813373569445e-08,,4.10825402793764e-08,,,,
7480,,,,0.967316,0.987159,3.92874935527645e-07,,1.29503697007085e-07,,,6.54275874467856e-08,,4.40020492582008e-08,,,,
7490,,,,0.9673386,0.987355,4.07028776560202e-07,,1.39785804732331e-07,,,9.337706426233e-08,,4.10066803755248e-08,,,,
7500,,,,0.9682158,0.983803,4.02262521682086e-07,,1.58551634744102e-07,,,1.05784504843145e-07,,3.55209632106901e-08,,,,
7510,,,,0.969093,0.976503,4.28243315517486e-07,,1.6625544620973e-07,,,1.05773707217068e-07,,3.09211198188103e-08,,,,
7520,,,,0.9730858,0.969203,4.3337326729033e-07,,1.88349248385028e-07,,,1.05802079215188e-07,,2.97336827223433e-08,,,,
7530,,,,0.9770786,0.961651,4.34514468047488e-07,,1.56731312936367e-07,,,9.32735300913252e-08,,2.97465591078037e-08,,,,
7540,,,,0.9782322,0.954099,4.46570708600412e-07,,1.47660567837329e-07,,,9.90871782733396e-08,,2.92471399438259e-08,,,,
